sort,logo,name,percentage,price,rating,release,ends,started
,https://steamdb.info/static/img/applogo.svg,"TIS-100
2-year low: 2,84€",-50%,"3,44€",92.82%,Jul 2015,,
,https://steamdb.info/static/img/applogo.svg,"SUPER CHICKEN JUMPER
all-time low: 0,99€ at -75%",-60%,"1,59€",92.70%,Sep 2021,,
,https://steamdb.info/static/img/applogo.svg,"Journey
all-time low: 2,09€ at -85%",-70%,"4,19€",92.55%,Jun 2020,,
,https://steamdb.info/static/img/applogo.svg,"Superliminal
all-time low: 6,71€ at -60%",-50%,"8,39€",92.49%,Nov 2020,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition
all-time low: 1,94€ at -85%",-80%,"2,59€",92.44%,Jan 2006,,
,https://steamdb.info/static/img/applogo.svg,"DR LIVESEY ROM AND DEATH EDITION
all-time low: 0,22€ at -72%",-51%,"0,49€",92.38%,Feb 2023,,
,https://steamdb.info/static/img/applogo.svg,"Stick Fight: The Game
all-time low: 1,49€ at -70%",-60%,"1,90€",92.37%,Sep 2017,,
,https://steamdb.info/static/img/applogo.svg,"Into the Breach
current 2-year low",-50%,"7,49€",92.35%,Feb 2018,,
,https://steamdb.info/static/img/applogo.svg,"Geometry Arena
all-time low: 1,79€ at -64%",-64%,"2,12€",92.11%,Jun 2021,,
,https://steamdb.info/static/img/applogo.svg,"Enigmatis 2: The Mists of Ravenwood
all-time low: 1,94€ at -70%",-70%,"4,43€",91.98%,Sep 2013,,
,https://steamdb.info/static/img/applogo.svg,"DISTRAINT 2
all-time low: 1,25€ at -83%",-83%,"1,49€",91.93%,Nov 2018,,
,https://steamdb.info/static/img/applogo.svg,"A Plague Tale: Innocence
all-time low: 7,99€ at -80%",-62%,"26,59€",91.89%,May 2019,,
,https://steamdb.info/static/img/applogo.svg,"Majotori
Week Long Deal
all-time low: 1,19€ at -80%",-50%,"2,99€",91.86%,Mar 2017,,
,https://steamdb.info/static/img/applogo.svg,"泡沫冬景
current 2-year low",-50%,"6,24€",91.84%,Jan 2020,,
,https://steamdb.info/static/img/applogo.svg,"The Procession to Calvary
all-time low: 4,04€ at -55%",-55%,"4,27€",91.78%,Apr 2020,,
,https://steamdb.info/static/img/applogo.svg,"Angels with Scaly Wings™ / 鱗羽の天使
Week Long Deal
all-time low: 2,99€ at -70%",-50%,"4,99€",91.69%,Jan 2017,,
,https://steamdb.info/static/img/applogo.svg,"My Brother Rabbit
all-time low: 1,49€ at -90%",-70%,"4,49€",91.68%,Sep 2018,,
,https://steamdb.info/static/img/applogo.svg,"Notch - The Innocent LunA: Eclipsed SinnerS
all-time low: 2,49€ at -75%",-65%,"3,41€",91.67%,Feb 2012,,
,https://steamdb.info/static/img/applogo.svg,"Mosaique Neko Waifus 4
Week Long Deal
all-time low: 0,63€ at -60%",-70%,"0,89€",91.61%,Feb 2021,,
,https://steamdb.info/static/img/applogo.svg,"Hitman: Blood Money
Week Long Deal
current 2-year low",-80%,"1,95€",91.57%,May 2006,,
,https://steamdb.info/static/img/applogo.svg,"60 Seconds! Reatomized
Week Long Deal
all-time low: 2,49€ at -75%",-50%,"4,99€",91.55%,Jul 2019,,
,https://steamdb.info/static/img/applogo.svg,"SHENZHEN I/O
2-year low: 6,24€",-50%,"7,39€",91.55%,Nov 2016,,
,https://steamdb.info/static/img/applogo.svg,"GUILTY GEAR Xrd REV 2
2-year low: 5,59€",-67%,"9,23€",91.49%,Dec 2016,,
,https://steamdb.info/static/img/applogo.svg,"Cleo - a pirate's tale
Week Long Deal
all-time low: 1,24€ at -90%",-85%,"1,87€",91.47%,Dec 2021,,
,https://steamdb.info/static/img/applogo.svg,"Starbound
all-time low: 3,49€ at -75%",-60%,"5,59€",91.34%,Jul 2016,,
,https://steamdb.info/static/img/applogo.svg,"3DMark
2-year low: 7,49€",-75%,"8,50€",91.33%,—,,
,https://steamdb.info/static/img/applogo.svg,"The Swapper
all-time low: 2,09€ at -85%",-80%,"2,79€",91.18%,May 2013,,
,https://steamdb.info/static/img/applogo.svg,"Mosaique Neko Waifus 2
Week Long Deal
all-time low: 0,47€ at -70%",-70%,"0,89€",91.10%,Jun 2020,,
,https://steamdb.info/static/img/applogo.svg,"Utawarerumono: Mask of Truth
all-time low: 8,49€ at -75%",-60%,"13,59€",91.03%,Jan 2020,,
,https://steamdb.info/static/img/applogo.svg,"Tametsi
all-time low: 0,58€ at -75%",-67%,"0,98€",91.02%,Oct 2017,,
,https://steamdb.info/static/img/applogo.svg,"Linelight
2-year low: 2,04€",-70%,"2,45€",91.00%,Jan 2017,,
,https://steamdb.info/static/img/applogo.svg,"Middle-earth™: Shadow of Mordor™
current 2-year low",-80%,"3,99€",90.97%,Sep 2014,,
,https://steamdb.info/static/img/applogo.svg,"Grim Legends: The Forsaken Bride
all-time low: 1,59€ at -80%",-70%,"4,43€",90.92%,Feb 2014,,
,https://steamdb.info/static/img/applogo.svg,"Recursed
all-time low: 1,64€ at -75%",-75%,"1,94€",90.88%,Sep 2016,,
,https://steamdb.info/static/img/applogo.svg,"Grim Legends 2: Song of the Dark Swan
all-time low: 1,99€ at -75%",-70%,"4,43€",90.82%,Sep 2014,,
,https://steamdb.info/static/img/applogo.svg,"inbento
all-time low: 0,79€ at -80%",-70%,"1,49€",90.77%,Sep 2019,,
,https://steamdb.info/static/img/applogo.svg,"Samorost 3
all-time low: 2,99€ at -85%",-80%,"3,99€",90.67%,Mar 2016,,
,https://steamdb.info/static/img/applogo.svg,"DISTRAINT: Deluxe Edition
all-time low: 0,39€ at -90%",-83%,"0,84€",90.61%,Oct 2015,,
,https://steamdb.info/static/img/applogo.svg,"Insurgency
Week Long Deal
current 2-year low",-66%,"4,24€",90.57%,Jan 2014,,
,https://steamdb.info/static/img/applogo.svg,"Trailmakers
all-time low: 5,99€ at -76%",-70%,"7,49€",90.56%,Sep 2019,,
,https://steamdb.info/static/img/applogo.svg,"Infinifactory
2-year low: 10,49€",-50%,"12,25€",90.54%,Jun 2015,,
,https://steamdb.info/static/img/applogo.svg,"Stephen's Sausage Roll
all-time low: 4,99€ at -80%",-70%,"8,69€",90.42%,Apr 2016,,
,https://steamdb.info/static/img/applogo.svg,"Human Resource Machine
2-year low: 4,24€",-50%,"7,39€",90.38%,Oct 2015,,
,https://steamdb.info/static/img/applogo.svg,"Arma 2: Operation Arrowhead
Week Long Deal
current 2-year low",-80%,"2,99€",90.33%,Jun 2010,,
,https://steamdb.info/static/img/applogo.svg,"Original War
Week Long Deal
all-time low: 0,89€ at -80%",-80%,"1,99€",90.22%,Jun 2001,,
,https://steamdb.info/static/img/applogo.svg,"Gachi Heroes
all-time low: 0,22€ at -72%",-51%,"0,49€",90.21%,Oct 2018,,
,https://steamdb.info/static/img/applogo.svg,"FEZ
current 2-year low",-50%,"4,99€",90.18%,May 2013,,
,https://steamdb.info/static/img/applogo.svg,"Shotgun Farmers
Week Long Deal
all-time low: 3,27€ at -60%",-60%,"3,90€",90.14%,Mar 2019,,
,https://steamdb.info/static/img/applogo.svg,"Shipped
Week Long Deal
all-time low: 1,79€ at -70%",-50%,"4,99€",89.97%,Mar 2019,,
,https://steamdb.info/static/img/applogo.svg,"Mosaique Neko Waifus 3
Week Long Deal
all-time low: 0,47€ at -70%",-70%,"0,89€",89.92%,Aug 2020,,
,https://steamdb.info/static/img/applogo.svg,"EXAPUNKS
all-time low: 8,39€ at -50%",-50%,"9,75€",89.91%,Oct 2018,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer 40,000: Space Marine - Anniversary Edition
2-year low: 6,74€",-80%,"8,99€",89.78%,Sep 2011,,
,https://steamdb.info/static/img/applogo.svg,"Subnautica: Below Zero
all-time low: 9,89€ at -67%",-50%,"14,99€",89.67%,May 2021,,
,https://steamdb.info/static/img/applogo.svg,"Beholder
2-year low: 1,37€",-85%,"2,06€",89.64%,Nov 2016,,
,https://steamdb.info/static/img/applogo.svg,"Child of Light
current 2-year low",-70%,"4,49€",89.62%,Apr 2014,,
,https://steamdb.info/static/img/applogo.svg,"寇莎梅特：困世迷情 Consummate:Missing World
all-time low: 0,27€ at -73%",-51%,"0,49€",89.60%,Jul 2017,,
,https://steamdb.info/static/img/applogo.svg,"A Good Snowman Is Hard To Build
2-year low: 2,49€",-70%,"4,43€",89.58%,Feb 2015,,
,https://steamdb.info/static/img/applogo.svg,"Arma 3
Week Long Deal
all-time low: 5,59€ at -80%",-75%,"6,99€",89.56%,Sep 2013,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer 40,000: Mechanicus
all-time low: 4,05€ at -86%",-80%,"5,79€",89.42%,Nov 2018,,
,https://steamdb.info/static/img/applogo.svg,"Kingdom Two Crowns
all-time low: 3,99€ at -80%",-75%,"4,99€",89.34%,Dec 2018,,
,https://steamdb.info/static/img/applogo.svg,"TerraTech
all-time low: 4,99€ at -80%",-66%,"8,49€",89.17%,Aug 2018,,
,https://steamdb.info/static/img/applogo.svg,"A Plague Tale: Requiem
all-time low: 19,99€ at -60%",-62%,"26,59€",89.12%,Oct 2022,,
,https://steamdb.info/static/img/applogo.svg,"Bright Memory
all-time low: 2,63€ at -60%",-50%,"3,29€",89.12%,Mar 2020,,
,https://steamdb.info/static/img/applogo.svg,"THE LONGING
all-time low: 8,81€ at -51%",-61%,"12,81€",89.11%,Mar 2020,—,
,https://steamdb.info/static/img/applogo.svg,"7 Billion Humans
2-year low: 4,24€",-50%,"7,39€",89.01%,Aug 2018,,
,https://steamdb.info/static/img/applogo.svg,"BEAR, VODKA, STALINGRAD!🐻
Week Long Deal
all-time low: 0,59€ at -70%",-50%,"1,99€",88.93%,Mar 2020,,
,https://steamdb.info/static/img/applogo.svg,"Furry Shades of Gay 2: A Shade Gayer
all-time low: 2,49€ at -50%",-50%,"4,87€",88.92%,Dec 2021,,
,https://steamdb.info/static/img/applogo.svg,"SpaceChem
2-year low: 2,04€",-50%,"4,87€",88.86%,Mar 2011,,
,https://steamdb.info/static/img/applogo.svg,"3030 Deathwar Redux - A Space Odyssey
Week Long Deal
current 2-year low",-50%,"7,49€",88.79%,Sep 2017,,
,https://steamdb.info/static/img/applogo.svg,"Utawarerumono: Prelude to the Fallen
all-time low: 7,49€ at -85%",-60%,"19,99€",88.66%,Jan 2021,,
,https://steamdb.info/static/img/applogo.svg,"Drift86
all-time low: 0,37€ at -81%",-50%,"0,99€",88.64%,Nov 2019,,
,https://steamdb.info/static/img/applogo.svg,"A Fisherman's Tale
all-time low: 2,99€ at -80%",-75%,"3,74€",88.62%,Jan 2019,,
,https://steamdb.info/static/img/applogo.svg,"Sanitarium
Week Long Deal
2-year low: 3,99€",-50%,"4,99€",88.54%,Apr 1998,,
,https://steamdb.info/static/img/applogo.svg,"Far Cry 3
all-time low: 2,99€ at -85%",-75%,"4,99€",88.52%,Dec 2012,,
,https://steamdb.info/static/img/applogo.svg,"Dino Run DX
Week Long Deal
all-time low: 0,88€ at -85%",-66%,"2,--€",88.52%,Sep 2015,,
,https://steamdb.info/static/img/applogo.svg,"Savant - Ascent
Week Long Deal
all-time low: 0,49€ at -75%",-50%,"0,99€",88.51%,Dec 2013,,
,https://steamdb.info/static/img/applogo.svg,"Cthulhu Saves the World
Week Long Deal
all-time low: 0,29€ at -85%",-65%,"1,04€",88.39%,Jul 2011,,
,https://steamdb.info/static/img/applogo.svg,"Nyan Cat: Lost In Space
current 2-year low",-50%,"1,99€",88.28%,Dec 2015,,
,https://steamdb.info/static/img/applogo.svg,"LEGO® DC Super-Villains
all-time low: 3,99€ at -90%",-85%,"5,99€",88.25%,Oct 2018,,
,https://steamdb.info/static/img/applogo.svg,"Ion Fury
Week Long Deal
all-time low: 7,34€ at -65%",-60%,"9,99€",88.24%,Aug 2019,,
,https://steamdb.info/static/img/applogo.svg,"Tricky Towers
all-time low: 4,49€ at -70%",-60%,"5,99€",88.24%,Aug 2016,,
,https://steamdb.info/static/img/applogo.svg,"Bot Vice
current 2-year low",-80%,"1,99€",88.02%,Jul 2016,,
,https://steamdb.info/static/img/applogo.svg,"Mars Power Industries Deluxe
all-time low: 0,82€ at -75%",-59%,"2,41€",87.87%,Nov 2019,,
,https://steamdb.info/static/img/applogo.svg,"LEGO® The Lord of the Rings™
all-time low: 3,99€ at -80%",-75%,"4,99€",87.83%,Nov 2012,,
,https://steamdb.info/static/img/applogo.svg,"Mosaique Neko Waifus
Week Long Deal
all-time low: 0,47€ at -70%",-70%,"0,89€",87.81%,Jan 2020,,
,https://steamdb.info/static/img/applogo.svg,"Panzer Corps Gold
Week Long Deal
2-year low: 4,99€",-50%,"14,49€",87.79%,Jul 2011,,
,https://steamdb.info/static/img/applogo.svg,"Toodee and Topdee
all-time low: 6,71€ at -60%",-60%,"7,80€",87.75%,Aug 2021,,
,https://steamdb.info/static/img/applogo.svg,"Utawarerumono: Mask of Deception
all-time low: 8,49€ at -75%",-60%,"13,59€",87.65%,Jan 2020,,
,https://steamdb.info/static/img/applogo.svg,"IS Defense
current 2-year low",-80%,"1,04€",87.63%,Apr 2016,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer® 40,000: Dawn of War® II Chaos Rising
current 2-year low",-75%,"4,99€",87.58%,Mar 2010,,
,https://steamdb.info/static/img/applogo.svg,"Lightmatter
current 2-year low",-75%,"4,87€",87.57%,Jan 2020,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Mosaique Fix-IT Shoppe
Week Long Deal
all-time low: 0,39€ at -75%",-70%,"0,89€",87.53%,Jul 2019,,
,https://steamdb.info/static/img/applogo.svg,"Bad Dream: Coma
all-time low: 0,89€ at -90%",-58%,"7,98€",87.52%,Mar 2017,—,
,https://steamdb.info/static/img/applogo.svg,"Enigmatis 3: The Shadow of Karkhala
all-time low: 2,39€ at -70%",-70%,"4,43€",87.51%,Aug 2016,,
,https://steamdb.info/static/img/applogo.svg,"Epido
all-time low: 0,63€ at -60%",-50%,"0,99€",87.44%,May 2019,,
,https://steamdb.info/static/img/applogo.svg,"Batman™: Arkham Origins
current 2-year low",-80%,"3,99€",87.39%,Oct 2013,,
,https://steamdb.info/static/img/applogo.svg,"Creepy Tale 3: Ingrid Penance
all-time low: 3,90€ at -60%",-55%,"4,38€",87.37%,Mar 2023,,
,https://steamdb.info/static/img/applogo.svg,"Space Engineers
all-time low: 4,24€ at -75%",-50%,"8,49€",87.33%,Feb 2019,,
,https://steamdb.info/static/img/applogo.svg,"Dig or Die
current 2-year low",-50%,"5,99€",87.31%,Jul 2018,,
,https://steamdb.info/static/img/applogo.svg,"LUNA The Shadow Dust
all-time low: 12,83€ at -66%",-58%,"15,83€",87.18%,Feb 2020,—,
,https://steamdb.info/static/img/applogo.svg,"Sokobond
2-year low: 2,49€",-70%,"4,43€",87.11%,Jul 2014,,
,https://steamdb.info/static/img/applogo.svg,"Arcade Spirits
all-time low: 1,69€ at -90%",-75%,"4,99€",87.08%,Feb 2019,,
,https://steamdb.info/static/img/applogo.svg,"Grim Legends 3: The Dark City
all-time low: 2,39€ at -70%",-70%,"4,43€",87.06%,Jun 2016,,
,https://steamdb.info/static/img/applogo.svg,"Umurangi Generation
Week Long Deal
all-time low: 1,24€ at -90%",-58%,"8,60€",87.01%,May 2020,,
,https://steamdb.info/static/img/applogo.svg,"Pleasure Puzzle:Portrait 趣拼拼：肖像画
2-year low: 0,27€",-51%,"0,49€",87.01%,Sep 2018,,
,https://steamdb.info/static/img/applogo.svg,"Summer of '58
all-time low: 1,47€ at -80%",-73%,"1,99€",86.90%,Jul 2021,,
,https://steamdb.info/static/img/applogo.svg,"LEGO® Batman™: The Videogame
current 2-year low",-75%,"4,99€",86.67%,Sep 2008,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer 40,000: Dawn of War II
all-time low: 2,99€ at -85%",-80%,"3,99€",86.55%,Feb 2009,,
,https://steamdb.info/static/img/applogo.svg,"Avernum: Escape From the Pit
Week Long Deal
2-year low: 1,99€",-60%,"3,90€",86.43%,Apr 2012,,
,https://steamdb.info/static/img/applogo.svg,"Russian Life Simulator
all-time low: 0,22€ at -72%",-51%,"0,49€",86.38%,May 2019,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer 40,000: Battlesector
all-time low: 18,69€ at -45%",-50%,"20,43€",86.32%,Jul 2021,,
,https://steamdb.info/static/img/applogo.svg,"100 hidden eternals
Week Long Deal
all-time low: 0,31€ at -81%",-60%,"0,79€",86.24%,Dec 2020,,
,https://steamdb.info/static/img/applogo.svg,"Demonheart
all-time low: 1,99€ at -90%",-65%,"6,99€",86.22%,Mar 2017,,
,https://steamdb.info/static/img/applogo.svg,"Far Cry 3 - Blood Dragon
current 2-year low",-75%,"3,74€",86.05%,May 2013,,
,https://steamdb.info/static/img/applogo.svg,"Low Magic Age
2-year low: 4,99€",-60%,"5,91€",85.90%,Jan 2017,,
,https://steamdb.info/static/img/applogo.svg,"If Found...
all-time low: 5,39€ at -50%",-50%,"5,99€",85.89%,May 2020,,
,https://steamdb.info/static/img/applogo.svg,"Knightfall: A Daring Journey
2-year low: 1,99€",-50%,"2,74€",85.88%,Apr 2022,,
,https://steamdb.info/static/img/applogo.svg,"Hitler Hates Anime
Week Long Deal
all-time low: 0,71€ at -70%",-50%,"0,99€",85.83%,Aug 2021,,
,https://steamdb.info/static/img/applogo.svg,"Sex and the Furry Titty
all-time low: 1,99€ at -60%",-60%,"2,75€",85.82%,Jun 2021,,
,https://steamdb.info/static/img/applogo.svg,"The Bug Butcher
Week Long Deal
all-time low: 1,59€ at -80%",-70%,"2,39€",85.73%,Jan 2016,,
,https://steamdb.info/static/img/applogo.svg,"Abyss: The Wraiths of Eden
all-time low: 1,59€ at -80%",-70%,"4,43€",85.65%,Oct 2012,,
,https://steamdb.info/static/img/applogo.svg,"UBERMOSH
all-time low: 0,22€ at -72%",-90%,"0,49€",85.49%,Aug 2015,,
,https://steamdb.info/static/img/applogo.svg,"Dreamscaper
all-time low: 5,03€ at -93%",-75%,"6,24€",85.40%,Aug 2021,,
,https://steamdb.info/static/img/applogo.svg,"INFRA
all-time low: 5,21€ at -82%",-77%,"6,66€",85.37%,Jan 2016,,
,https://steamdb.info/static/img/applogo.svg,"Beholder 2
all-time low: 2,24€ at -85%",-80%,"3,49€",85.06%,Dec 2018,,
,https://steamdb.info/static/img/applogo.svg,"Nihilumbra
Week Long Deal
2-year low: 2,09€",-60%,"2,79€",85.04%,Sep 2013,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer® 40,000: Dawn of War® – Winter Assault
all-time low: 1,94€ at -85%",-75%,"3,24€",85.01%,Jan 2006,,
,https://steamdb.info/static/img/applogo.svg,"Penguins Arena: Sedna's World
Week Long Deal
all-time low: 0,59€ at -90%",-85%,"0,89€",84.99%,Dec 2008,,
,https://steamdb.info/static/img/applogo.svg,"Battle Chasers: Nightwar
Week Long Deal
all-time low: 2,99€ at -90%",-75%,"7,49€",84.93%,Oct 2017,,
,https://steamdb.info/static/img/applogo.svg,"Absolute Drift
Week Long Deal
2-year low: 2,39€",-50%,"5,99€",84.90%,Jul 2015,,
,https://steamdb.info/static/img/applogo.svg,"Submerged: Hidden Depths
Week Long Deal
all-time low: 2,49€ at -90%",-90%,"2,89€",84.82%,Mar 2022,,
,https://steamdb.info/static/img/applogo.svg,"Crash Drive 2
Week Long Deal
all-time low: 0,49€ at -90%",-86%,"0,69€",84.75%,May 2015,,
,https://steamdb.info/static/img/applogo.svg,"Songbird Symphony
all-time low: 1,49€ at -90%",-75%,"3,74€",84.67%,Jul 2019,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Beach
all-time low: 0,22€ at -72%",-72%,"0,55€",84.65%,Nov 2020,,
,https://steamdb.info/static/img/applogo.svg,"Tom Clancy's Rainbow Six® Siege
all-time low: 3,99€ at -80%",-60%,"7,99€",84.65%,Dec 2015,,
,https://steamdb.info/static/img/applogo.svg,"Unholy Heights
current 2-year low",-50%,"1,99€",84.65%,Aug 2013,,
,https://steamdb.info/static/img/applogo.svg,"MY HERO ONE'S JUSTICE 2
Week Long Deal
all-time low: 5,99€ at -85%",-75%,"14,99€",84.59%,Sep 2023,,
,https://steamdb.info/static/img/applogo.svg,Heroes of Might & Magic V,-75%,"2,49€",84.58%,May 2006,,
,https://steamdb.info/static/img/applogo.svg,"Verdun
current 2-year low",-80%,"3,99€",84.54%,Apr 2015,,
,https://steamdb.info/static/img/applogo.svg,"Injustice™ 2
all-time low: 4,99€ at -90%",-90%,"5,99€",84.53%,Nov 2017,,
,https://steamdb.info/static/img/applogo.svg,"60 Parsecs!
Week Long Deal
all-time low: 2,49€ at -75%",-50%,"4,99€",84.53%,Sep 2018,,
,https://steamdb.info/static/img/applogo.svg,"Eternights
Week Long Deal
all-time low: 14,99€ at -50%",-50%,"19,99€",84.51%,Sep 2023,,
,https://steamdb.info/static/img/applogo.svg,Troublemaker,-50%,"9,99€",84.34%,Mar 2023,,
,https://steamdb.info/static/img/applogo.svg,"Figment
all-time low: 0,--€ at -100%",-80%,"3,99€",84.31%,Sep 2017,,
,https://steamdb.info/static/img/applogo.svg,"Clue/Cluedo: Classic Edition
Week Long Deal
2-year low: 5,91€",-50%,"6,24€",84.31%,May 2018,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Mosaique Puzzle
Week Long Deal
all-time low: 0,23€ at -71%",-70%,"0,59€",84.29%,Dec 2018,,
,https://steamdb.info/static/img/applogo.svg,"Slash It 2
2-year low: 1,09€",-90%,"1,69€",84.27%,Jan 2017,,
,https://steamdb.info/static/img/applogo.svg,"Down in Bermuda
all-time low: 1,67€ at -90%",-56%,"14,77€",84.24%,Jan 2021,—,
,https://steamdb.info/static/img/applogo.svg,"The Bridge
all-time low: 0,99€ at -90%",-71%,"2,89€",84.21%,Feb 2013,,
,https://steamdb.info/static/img/applogo.svg,"Combots
Week Long Deal
all-time low: 0,58€ at -90%",-90%,"0,77€",84.18%,Jul 2021,,
,https://steamdb.info/static/img/applogo.svg,"September 7th
all-time low: 1,13€ at -80%",-73%,"1,53€",84.18%,Jan 2023,,
,https://steamdb.info/static/img/applogo.svg,"Oblivious Garden ~Carmina Burana
current 2-year low",-60%,"5,91€",84.13%,Dec 2014,,
,https://steamdb.info/static/img/applogo.svg,"Injustice: Gods Among Us Ultimate Edition
current 2-year low",-75%,"4,99€",84.10%,Nov 2013,,
,https://steamdb.info/static/img/applogo.svg,"Crashday Redline Edition
Week Long Deal
all-time low: 2,99€ at -75%",-60%,"4,79€",84.10%,Aug 2017,,
,https://steamdb.info/static/img/applogo.svg,Ace of Seafood,-80%,"2,39€",84.09%,Apr 2016,,
,https://steamdb.info/static/img/applogo.svg,"Astebreed: Definitive Edition
current 2-year low",-80%,"3,99€",84.08%,May 2014,,
,https://steamdb.info/static/img/applogo.svg,Kingdom: New Lands,-90%,"1,49€",84.07%,Aug 2016,,
,https://steamdb.info/static/img/applogo.svg,Cat Cafe Manager,-50%,"9,99€",84.06%,Apr 2022,,
,https://steamdb.info/static/img/applogo.svg,"Nosferatu: The Wrath of Malachi
Week Long Deal
all-time low: 0,40€ at -83%",-75%,"0,74€",84.05%,Oct 2003,,
,https://steamdb.info/static/img/applogo.svg,"Borderlands 3
all-time low: 5,99€ at -90%",-85%,"8,99€",84.04%,Mar 2020,,
,https://steamdb.info/static/img/applogo.svg,Tannenberg,-80%,"3,99€",83.89%,Feb 2019,,
,https://steamdb.info/static/img/applogo.svg,"Dex
Week Long Deal
all-time low: 1,59€ at -92%",-80%,"3,99€",83.87%,May 2015,,
,https://steamdb.info/static/img/applogo.svg,"MOLEK-SYNTEZ
all-time low: 4,09€ at -50%",-50%,"4,87€",83.87%,Nov 2019,,
,https://steamdb.info/static/img/applogo.svg,GOCCO OF WAR,-80%,"3,99€",83.82%,Nov 2015,,
,https://steamdb.info/static/img/applogo.svg,"Outcast 1.1
Week Long Deal
all-time low: 1,58€ at -70%",-67%,"1,74€",83.80%,Dec 2014,,
,https://steamdb.info/static/img/applogo.svg,Coromon,-60%,"7,99€",83.80%,Mar 2022,,
,https://steamdb.info/static/img/applogo.svg,"Murder Miners
Week Long Deal
current 2-year low",-67%,"0,78€",83.78%,Jul 2014,,
,https://steamdb.info/static/img/applogo.svg,"Far Cry® Primal
current 2-year low",-75%,"12,49€",83.75%,Mar 2016,,
,https://steamdb.info/static/img/applogo.svg,Alicemare,-60%,"1,19€",83.74%,Nov 2016,,
,https://steamdb.info/static/img/applogo.svg,"War for the Overworld
2-year low: 5,59€",-80%,"5,79€",83.71%,Apr 2015,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer: Vermintide 2
all-time low: 0,--€ at -100%",-80%,"5,59€",83.70%,Mar 2018,,
,https://steamdb.info/static/img/applogo.svg,Tales of the Neon Sea,-78%,"3,62€",83.62%,Apr 2019,,
,https://steamdb.info/static/img/applogo.svg,Necrosmith,-50%,"1,49€",83.60%,Jul 2022,,
,https://steamdb.info/static/img/applogo.svg,"Cosmic Star Heroine
Week Long Deal
2-year low: 2,24€",-80%,"2,99€",83.58%,Apr 2017,,
,https://steamdb.info/static/img/applogo.svg,"Red Faction
current 2-year low",-80%,"1,99€",83.55%,Sep 2001,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Mosaique Vip Room
Week Long Deal
all-time low: 0,23€ at -71%",-70%,"0,59€",83.54%,Apr 2019,,
,https://steamdb.info/static/img/applogo.svg,"👑 Idle Calibur 👑（选王之剑）
all-time low: 3,75€ at -43%",-50%,"3,89€",83.52%,Jan 2022,,
,https://steamdb.info/static/img/applogo.svg,"Caveblazers
all-time low: 0,97€ at -90%",-93%,"3,46€",83.51%,May 2017,—,
,https://steamdb.info/static/img/applogo.svg,"Suits: A Business RPG
Week Long Deal",-51%,"0,49€",83.49%,Jan 2016,,
,https://steamdb.info/static/img/applogo.svg,"My Friend Stalin
all-time low: 0,23€ at -71%",-51%,"0,49€",83.47%,Jun 2021,,
,https://steamdb.info/static/img/applogo.svg,"The Infected
all-time low: 5,79€ at -50%",-50%,"7,89€",83.45%,Aug 2020,,
,https://steamdb.info/static/img/applogo.svg,"Strikey Sisters
current 2-year low",-80%,"1,99€",83.35%,Jun 2017,,
,https://steamdb.info/static/img/applogo.svg,"Trials of Fire
Week Long Deal
all-time low: 4,19€ at -75%",-50%,"8,39€",83.27%,Apr 2021,,
,https://steamdb.info/static/img/applogo.svg,XCOM® 2,-95%,"2,49€",83.25%,Feb 2016,,
,https://steamdb.info/static/img/applogo.svg,"Gal*Gun: Double Peace
all-time low: 2,99€ at -90%",-75%,"7,49€",83.24%,Sep 2016,,
,https://steamdb.info/static/img/applogo.svg,"Zombie Army 4: Dead War
all-time low: 6,65€ at -89%",-85%,"7,34€",83.22%,Feb 2021,,
,https://steamdb.info/static/img/applogo.svg,"Super 3-D Noah's Ark
Week Long Deal
all-time low: 1,64€ at -75%",-65%,"2,30€",83.20%,Jan 1995,,
,https://steamdb.info/static/img/applogo.svg,"Replica
all-time low: 0,98€ at -67%",-50%,"1,49€",83.20%,Jul 2016,,
,https://steamdb.info/static/img/applogo.svg,The Silver Case,-70%,"5,99€",83.15%,Oct 2016,,
,https://steamdb.info/static/img/applogo.svg,"StrikeForce Kitty
all-time low: 0,79€ at -90%",-60%,"3,59€",83.15%,Feb 2018,,
,https://steamdb.info/static/img/applogo.svg,"Tormentor❌Punisher
all-time low: 0,79€ at -90%",-50%,"3,99€",83.13%,Jun 2017,,
,https://steamdb.info/static/img/applogo.svg,"Unforeseen Incidents
all-time low: 10,47€ at -60%",-63%,"14,85€",83.12%,May 2018,—,
,https://steamdb.info/static/img/applogo.svg,"Lydia
Week Long Deal
2-year low: 1,19€",-50%,"1,99€",83.07%,Jun 2017,,
