sort,logo,name,percentage,price,rating,release,ends,started
,https://steamdb.info/static/img/applogo.svg,"Scars Above
new historical low",-80%,"5,99€",75.27%,Feb 2023,,
,https://steamdb.info/static/img/applogo.svg,Tribes of Midgard,-70%,"5,99€",75.27%,Jul 2021,,
,https://steamdb.info/static/img/applogo.svg,"Silica
Week Long Deal
new historical low",-52%,"14,38€",75.27%,May 2023,,
,https://steamdb.info/static/img/applogo.svg,"RUSSIA BATTLEGROUNDS
all-time low: 0,28€ at -72%",-51%,"0,49€",75.27%,Jul 2018,,
,https://steamdb.info/static/img/applogo.svg,"Nyasha
all-time low: 0,30€ at -81%",-51%,"0,49€",75.21%,Mar 2019,,
,https://steamdb.info/static/img/applogo.svg,"Sea Salt
Week Long Deal
all-time low: 2,99€ at -80%",-58%,"6,29€",75.16%,Oct 2019,,
,https://steamdb.info/static/img/applogo.svg,"СИМУЛЯТОР ОДИНОЧЕСТВА В РУССКОЙ ДЕРЕВНЕ
all-time low: 0,31€ at -81%",-70%,"0,59€",75.15%,Apr 2021,,
,https://steamdb.info/static/img/applogo.svg,Hurtworld,-65%,"8,04€",75.09%,Dec 2019,,
,https://steamdb.info/static/img/applogo.svg,"Far Cry® New Dawn
all-time low: 8,99€ at -80%",-85%,"14,99€",75.06%,Feb 2019,,
,https://steamdb.info/static/img/applogo.svg,"Retail Royale
Week Long Deal",-50%,"2,49€",75.06%,May 2023,,
,https://steamdb.info/static/img/applogo.svg,"MotoGP™17
Week Long Deal
all-time low: 1,49€ at -90%",-85%,"2,24€",75.05%,Jun 2017,,
,https://steamdb.info/static/img/applogo.svg,"Scorn
Week Long Deal
all-time low: 13,99€ at -65%",-70%,"14,99€",75.00%,Oct 2022,,
,https://steamdb.info/static/img/applogo.svg,"Yogurt!
all-time low: 1,19€ at -70%",-72%,"1,39€",74.89%,Oct 2020,,
,https://steamdb.info/static/img/applogo.svg,"STORM AREA 51: AYY LMAO EDITION
all-time low: 0,22€ at -72%",-51%,"0,49€",74.89%,Sep 2019,,
,https://steamdb.info/static/img/applogo.svg,"Broken Lines
Week Long Deal",-85%,"3,67€",74.84%,Feb 2020,,
,https://steamdb.info/static/img/applogo.svg,"Amnesia: Rebirth
Week Long Deal",-90%,"2,89€",74.82%,Oct 2020,,
,https://steamdb.info/static/img/applogo.svg,"Aeterna Noctis
all-time low: 10,49€ at -65%",-60%,"11,99€",74.81%,Dec 2021,,
,https://steamdb.info/static/img/applogo.svg,8Doors: Arum's Afterlife Adventure,-80%,"3,35€",74.79%,Apr 2021,,
,https://steamdb.info/static/img/applogo.svg,"Tavern of Gods
Week Long Deal
all-time low: 4,05€ at -62%",-60%,"4,21€",74.79%,Aug 2021,,
,https://steamdb.info/static/img/applogo.svg,"Dead In Vinland
all-time low: 3,99€ at -80%",-51%,"19,53€",74.79%,Apr 2018,—,
,https://steamdb.info/static/img/applogo.svg,"Fishing Sim World®: Pro Tour
Week Long Deal",-75%,"4,99€",74.76%,Sep 2018,,
,https://steamdb.info/static/img/applogo.svg,"Jagged Alliance 2 - Wildfire
Week Long Deal
2-year low: 1,74€",-50%,"4,39€",74.72%,Mar 2004,,
,https://steamdb.info/static/img/applogo.svg,"Little Witch Academia: Chamber of Time
Week Long Deal
all-time low: 5,99€ at -85%",-65%,"13,99€",74.56%,May 2018,,
,https://steamdb.info/static/img/applogo.svg,"BEAUTIFUL DESOLATION
all-time low: 2,55€ at -80%",-66%,"4,34€",74.54%,Feb 2020,,
,https://steamdb.info/static/img/applogo.svg,"Battlefleet Gothic: Armada 2
new historical low",-80%,"3,99€",74.52%,Jan 2019,,
,https://steamdb.info/static/img/applogo.svg,We. The Revolution,-80%,"3,99€",74.49%,Mar 2019,,
,https://steamdb.info/static/img/applogo.svg,"After the Fall®
all-time low: 11,09€ at -63%",-60%,"11,99€",74.48%,Dec 2021,,
,https://steamdb.info/static/img/applogo.svg,I am not a Monster: First Contact,-85%,"1,61€",74.44%,Sep 2018,,
,https://steamdb.info/static/img/applogo.svg,"Two Worlds Epic Edition
Week Long Deal
2-year low: 2,49€",-60%,"5,91€",74.37%,Apr 2009,,
,https://steamdb.info/static/img/applogo.svg,"Medieval Kingdom Wars
current 2-year low",-70%,"5,85€",74.31%,Jan 2019,,
,https://steamdb.info/static/img/applogo.svg,GIGA WRECKER,-94%,"1,19€",74.27%,Feb 2017,,
,https://steamdb.info/static/img/applogo.svg,"Sex with the Devil
all-time low: 0,32€ at -90%",-85%,"0,74€",74.27%,Jun 2021,,
,https://steamdb.info/static/img/applogo.svg,"Mind Spheres
all-time low: 0,28€ at -72%",-90%,"0,49€",74.15%,Jul 2016,,
,https://steamdb.info/static/img/applogo.svg,"Cockwork Industries Complete
all-time low: 2,24€ at -75%",-60%,"3,59€",74.10%,Nov 2019,,
,https://steamdb.info/static/img/applogo.svg,"Salt
all-time low: 1,49€ at -90%",-75%,"3,74€",74.01%,Feb 2018,,
,https://steamdb.info/static/img/applogo.svg,Stranded Deep,-50%,"7,99€",74.01%,Aug 2022,,
,https://steamdb.info/static/img/applogo.svg,"Blocks That Matter
current 2-year low",-75%,"1,24€",73.94%,Aug 2011,,
,https://steamdb.info/static/img/applogo.svg,"Submerged
Week Long Deal",-90%,"1,95€",73.93%,Aug 2015,,
,https://steamdb.info/static/img/applogo.svg,"Sex Chess
all-time low: 1,94€ at -88%",-70%,"2,10€",73.93%,Nov 2022,,
,https://steamdb.info/static/img/applogo.svg,Blade Assault,-80%,"2,99€",73.91%,Jan 2022,,
,https://steamdb.info/static/img/applogo.svg,"Warhammer 40,000: Inquisitor - Martyr
all-time low: 4,99€ at -90%",-80%,"9,99€",73.77%,Jun 2018,,
,https://steamdb.info/static/img/applogo.svg,"The First Tree
Week Long Deal",-90%,"0,97€",73.74%,Sep 2017,,
,https://steamdb.info/static/img/applogo.svg,Tiny Tina's Wonderlands,-75%,"14,99€",73.74%,Jun 2022,,
,https://steamdb.info/static/img/applogo.svg,Force of Nature,-90%,"0,77€",73.73%,Dec 2016,,
,https://steamdb.info/static/img/applogo.svg,Succubus★Connect!,-65%,"7,34€",73.73%,May 2021,,
,https://steamdb.info/static/img/applogo.svg,"CATGIRL LOVER
all-time low: 0,39€ at -75%",-60%,"0,79€",73.72%,Jun 2019,,
,https://steamdb.info/static/img/applogo.svg,"Per Aspera
new historical low",-67%,"9,89€",73.57%,Dec 2020,,
,https://steamdb.info/static/img/applogo.svg,Bloodsports.TV,-90%,"0,99€",73.54%,Mar 2015,,
,https://steamdb.info/static/img/applogo.svg,"LOLLIPOP!
all-time low: 1,19€ at -70%",-72%,"1,39€",73.46%,May 2021,,
,https://steamdb.info/static/img/applogo.svg,"Yooka-Laylee
Week Long Deal",-80%,"3,99€",73.42%,Apr 2017,,
,https://steamdb.info/static/img/applogo.svg,"ANIMALITY
Week Long Deal
all-time low: 0,37€ at -81%",-72%,"0,55€",73.29%,Jan 2017,,
,https://steamdb.info/static/img/applogo.svg,Evil West,-65%,"17,49€",73.29%,Nov 2022,,
,https://steamdb.info/static/img/applogo.svg,"Shark Attack Deathmatch 2
Week Long Deal
2-year low: 1,39€",-60%,"1,99€",73.25%,Jul 2019,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Shooter 3D
all-time low: 0,20€ at -93%",-51%,"0,49€",73.15%,Sep 2018,,
,https://steamdb.info/static/img/applogo.svg,"ARMA: Gold Edition
Week Long Deal",-80%,"1,59€",73.14%,Jul 2011,,
,https://steamdb.info/static/img/applogo.svg,"Earth 2150 Trilogy
Week Long Deal
2-year low: 1,74€",-50%,"4,87€",73.03%,May 2000,,
,https://steamdb.info/static/img/applogo.svg,"Home is Where One Starts...
Week Long Deal
all-time low: 0,50€ at -83%",-80%,"0,59€",72.96%,May 2015,,
,https://steamdb.info/static/img/applogo.svg,"MY HERO ONE'S JUSTICE
Week Long Deal
all-time low: 4,99€ at -75%",-50%,"9,99€",72.93%,Oct 2018,,
,https://steamdb.info/static/img/applogo.svg,"Shanhe
new historical low",-60%,"2,27€",72.87%,Jul 2023,,
,https://steamdb.info/static/img/applogo.svg,The Settlers® : Rise of an Empire - History Edition,-60%,"4,79€",72.87%,Jan 2019,,
,https://steamdb.info/static/img/applogo.svg,Elderand,-50%,"9,75€",72.77%,Feb 2023,,
,https://steamdb.info/static/img/applogo.svg,"Unruly Heroes
Week Long Deal
all-time low: 5,99€ at -70%",-50%,"9,99€",72.67%,Jan 2019,,
,https://steamdb.info/static/img/applogo.svg,SUPERHOT VR,-60%,"8,99€",72.62%,May 2017,,
,https://steamdb.info/static/img/applogo.svg,"HALF DEAD 3
Week Long Deal",-50%,"2,49€",72.42%,Sep 2022,,
,https://steamdb.info/static/img/applogo.svg,Battle Cry of Freedom,-88%,"1,20€",72.34%,Mar 2022,,
,https://steamdb.info/static/img/applogo.svg,"THE GAME OF LIFE
Week Long Deal
all-time low: 1,24€ at -75%",-70%,"1,94€",72.01%,Nov 2015,,
,https://steamdb.info/static/img/applogo.svg,"Septerra Core
Week Long Deal
2-year low: 1,49€",-50%,"3,89€",71.94%,Oct 1999,,
,https://steamdb.info/static/img/applogo.svg,Master Reboot,-80%,"2,49€",71.91%,Oct 2013,,
,https://steamdb.info/static/img/applogo.svg,Heliborne Collection,-80%,"5,99€",71.86%,Oct 2017,,
,https://steamdb.info/static/img/applogo.svg,"Stranded Sails - Explorers of the Cursed Islands
all-time low: 2,49€ at -90%",-88%,"2,99€",71.77%,Oct 2019,,
,https://steamdb.info/static/img/applogo.svg,"Silence of the Sleep
all-time low: 0,39€ at -90%",-83%,"0,84€",71.57%,Oct 2014,,
,https://steamdb.info/static/img/applogo.svg,"Elmarion: Dragon time
2-year low: 4,49€",-50%,"6,24€",71.53%,Mar 2020,,
,https://steamdb.info/static/img/applogo.svg,"The Dwarves
Week Long Deal
all-time low: 3,99€ at -90%",-75%,"9,99€",71.50%,Dec 2016,,
,https://steamdb.info/static/img/applogo.svg,"Need For Drink
Week Long Deal
all-time low: 0,79€ at -20%",-50%,"0,99€",71.50%,Nov 2017,,
,https://steamdb.info/static/img/applogo.svg,Night Call,-80%,"2,99€",71.49%,Jul 2019,,
,https://steamdb.info/static/img/applogo.svg,"Contagion
Week Long Deal
2-year low: 2,71€",-50%,"3,99€",71.48%,Oct 2013,,
,https://steamdb.info/static/img/applogo.svg,Iron Harvest,-85%,"4,49€",71.44%,Sep 2020,,
,https://steamdb.info/static/img/applogo.svg,"PixARK
current 2-year low",-75%,"8,49€",71.37%,May 2019,,
,https://steamdb.info/static/img/applogo.svg,"BOOBS SAGA: Prepare To Hentai Edition
all-time low: 0,41€ at -82%",-69%,"0,61€",71.30%,May 2020,,
,https://steamdb.info/static/img/applogo.svg,"Potatoman Seeks the Troof
Week Long Deal
all-time low: 0,59€ at -85%",-66%,"1,35€",71.27%,Dec 2014,,
,https://steamdb.info/static/img/applogo.svg,"Left Alone
Week Long Deal
2-year low: 1,04€",-80%,"1,37€",71.23%,Apr 2016,,
,https://steamdb.info/static/img/applogo.svg,"Shadows on the Vatican Act I: Greed
Week Long Deal
all-time low: 0,59€ at -90%",-85%,"1,03€",71.22%,Jun 2014,,
,https://steamdb.info/static/img/applogo.svg,Twelve Minutes,-60%,"9,19€",71.20%,Aug 2021,,
,https://steamdb.info/static/img/applogo.svg,"Morbid: The Seven Acolytes
Week Long Deal",-85%,"3,74€",71.19%,Dec 2020,,
,https://steamdb.info/static/img/applogo.svg,"Alaloth: Champions of The Four Kingdoms
Week Long Deal
all-time low: 9,99€ at -60%",-60%,"11,99€",71.12%,Jun 2022,,
,https://steamdb.info/static/img/applogo.svg,"OMON Simulator
all-time low: 0,25€ at -68%",-51%,"0,98€",71.08%,Oct 2019,—,
,https://steamdb.info/static/img/applogo.svg,XCOM®: Chimera Squad,-85%,"2,99€",71.07%,Apr 2020,,
,https://steamdb.info/static/img/applogo.svg,"Suicide Squad: Kill the Justice League
new historical low",-60%,"27,99€",71.03%,Feb 2024,,
,https://steamdb.info/static/img/applogo.svg,"War Mongrels
all-time low: 7,59€ at -80%",-55%,"30,73€",70.98%,Oct 2021,—,
,https://steamdb.info/static/img/applogo.svg,Victory At Sea,-85%,"3,29€",70.93%,Aug 2014,,
,https://steamdb.info/static/img/applogo.svg,"Dead Effect
Week Long Deal",-80%,"0,99€",70.92%,Dec 2014,,
,https://steamdb.info/static/img/applogo.svg,"Dark Deity
all-time low: 4,95€ at -94%",-75%,"6,24€",70.90%,Jun 2021,,
,https://steamdb.info/static/img/applogo.svg,"Ultimate Fishing Simulator 2
Week Long Deal
new historical low",-70%,"5,99€",70.90%,Aug 2022,,
,https://steamdb.info/static/img/applogo.svg,"The Search
2-year low: 1,04€",-70%,"1,19€",70.88%,Apr 2017,,
,https://steamdb.info/static/img/applogo.svg,"Hitman: Codename 47
Week Long Deal
current 2-year low",-80%,"1,59€",70.86%,Nov 2000,,
,https://steamdb.info/static/img/applogo.svg,"Red Faction®: Armageddon™
all-time low: 1,99€ at -90%",-80%,"3,99€",70.81%,Jun 2011,,
,https://steamdb.info/static/img/applogo.svg,"Minimalism
all-time low: 0,22€ at -72%",-51%,"0,49€",70.74%,Feb 2017,,
,https://steamdb.info/static/img/applogo.svg,"Golfing Over It with Alva Majo
Week Long Deal
all-time low: 1,99€ at -60%",-50%,"2,49€",70.73%,Mar 2018,,
,https://steamdb.info/static/img/applogo.svg,"Space Hulk: Deathwing Enhanced Edition
new historical low",-85%,"4,49€",70.72%,May 2018,,
,https://steamdb.info/static/img/applogo.svg,"POSTAL 4: No Regerts
Week Long Deal
current 2-year low",-60%,"15,59€",70.57%,Apr 2022,,
,https://steamdb.info/static/img/applogo.svg,"Battle vs Chess
Week Long Deal
2-year low: 4,99€",-60%,"9,80€",70.57%,Aug 2012,,
,https://steamdb.info/static/img/applogo.svg,"West of Dead
all-time low: 1,99€ at -90%",-80%,"3,99€",70.52%,Jun 2020,,
,https://steamdb.info/static/img/applogo.svg,PGA TOUR 2K23,-75%,"14,99€",70.49%,Oct 2022,,
,https://steamdb.info/static/img/applogo.svg,"Efflorescence of Lust
all-time low: 0,51€ at -60%",-50%,"0,64€",70.49%,Feb 2020,,
,https://steamdb.info/static/img/applogo.svg,"Dead Effect 2
Week Long Deal",-80%,"2,39€",70.48%,May 2016,,
,https://steamdb.info/static/img/applogo.svg,"Deck of Ashes
Week Long Deal",-80%,"3,99€",70.45%,Jun 2020,,
,https://steamdb.info/static/img/applogo.svg,"Waifu Secret
all-time low: 0,39€ at -75%",-61%,"0,62€",70.34%,Feb 2021,,
,https://steamdb.info/static/img/applogo.svg,Tom Clancy's Ghost Recon® Breakpoint,-80%,"11,99€",70.28%,Jan 2023,,
,https://steamdb.info/static/img/applogo.svg,"Painkiller Overdose
current 2-year low",-80%,"0,99€",70.26%,Oct 2007,,
,https://steamdb.info/static/img/applogo.svg,"Distrust: Polar Survival
all-time low: 1,19€ at -90%",-85%,"1,91€",70.21%,Aug 2017,,
,https://steamdb.info/static/img/applogo.svg,"Generation Zero®
all-time low: 3,74€ at -85%",-70%,"7,49€",70.15%,Mar 2019,,
,https://steamdb.info/static/img/applogo.svg,Big Bia,-50%,"6,24€",70.11%,Jun 2022,,
,https://steamdb.info/static/img/applogo.svg,Blaite,-51%,"0,49€",70.06%,Jan 2017,,
,https://steamdb.info/static/img/applogo.svg,"Planets Under Attack
Week Long Deal
2-year low: 1,99€",-70%,"3,53€",69.95%,Sep 2012,,
,https://steamdb.info/static/img/applogo.svg,Lead and Gold: Gangs of the Wild West,-90%,"0,99€",69.93%,Apr 2010,,
,https://steamdb.info/static/img/applogo.svg,"STAND OUT VR : VR Battle Royale
2-year low: 9,19€",-50%,"11,49€",69.85%,May 2019,,
,https://steamdb.info/static/img/applogo.svg,"Niffelheim
2-year low: 2,92€",-80%,"3,90€",69.72%,Sep 2018,,
,https://steamdb.info/static/img/applogo.svg,Beyond Contact,-70%,"5,99€",69.61%,Apr 2023,,
,https://steamdb.info/static/img/applogo.svg,Tom Clancy’s The Division™,-85%,"4,49€",69.33%,Mar 2016,,
,https://steamdb.info/static/img/applogo.svg,"Morphine
all-time low: 0,59€ at -80%",-70%,"0,89€",69.32%,Oct 2015,,
,https://steamdb.info/static/img/applogo.svg,"CAT Interstellar
Week Long Deal
all-time low: 0,39€ at -90%",-90%,"0,97€",69.05%,Oct 2017,,
,https://steamdb.info/static/img/applogo.svg,"Drift Of The Hill
all-time low: 0,37€ at -81%",-50%,"0,99€",68.98%,Feb 2020,,
,https://steamdb.info/static/img/applogo.svg,Mordheim: City of the Damned,-90%,"1,99€",68.90%,Nov 2015,,
,https://steamdb.info/static/img/applogo.svg,Eternal Edge +,-90%,"1,24€",68.79%,May 2022,,
,https://steamdb.info/static/img/applogo.svg,"Time Lock VR 1
all-time low: 0,11€ at -99%",-93%,"0,69€",68.69%,Aug 2017,,
,https://steamdb.info/static/img/applogo.svg,BioShock™ 2 Remastered,-85%,"2,99€",68.57%,Sep 2016,,
,https://steamdb.info/static/img/applogo.svg,Don't Knock Twice,-80%,"3,99€",68.54%,Sep 2017,,
,https://steamdb.info/static/img/applogo.svg,"Daymare: 1998
Week Long Deal",-90%,"2,99€",68.49%,Sep 2019,,
,https://steamdb.info/static/img/applogo.svg,Feudal Alloy,-90%,"1,49€",68.49%,Jan 2019,,
,https://steamdb.info/static/img/applogo.svg,"Scrapnaut
new historical low",-75%,"2,89€",68.42%,Sep 2021,,
,https://steamdb.info/static/img/applogo.svg,"This Land Is My Land
all-time low: 11,59€ at -60%",-50%,"14,49€",68.36%,Oct 2021,,
,https://steamdb.info/static/img/applogo.svg,"Tempest: Pirate Action RPG
Week Long Deal
all-time low: 3,12€ at -75%",-65%,"5,17€",68.20%,Aug 2016,,
,https://steamdb.info/static/img/applogo.svg,"VITATIO 2
Week Long Deal
all-time low: 0,30€ at -70%",-51%,"0,49€",68.20%,Apr 2017,,
,https://steamdb.info/static/img/applogo.svg,"Earth 2160
Week Long Deal
2-year low: 0,99€",-50%,"4,87€",68.15%,Apr 2006,,
,https://steamdb.info/static/img/applogo.svg,"Particula
all-time low: 0,19€ at -96%",-90%,"0,49€",67.95%,Feb 2015,,
,https://steamdb.info/static/img/applogo.svg,Motorcycle Mechanic Simulator 2021,-65%,"6,82€",67.70%,Nov 2021,,
,https://steamdb.info/static/img/applogo.svg,The Wild Eight,-85%,"3,74€",67.63%,Oct 2019,,
,https://steamdb.info/static/img/applogo.svg,"Hentai Temple
all-time low: 0,22€ at -72%",-50%,"0,99€",67.52%,Aug 2018,,
,https://steamdb.info/static/img/applogo.svg,Toby: The Secret Mine,-90%,"0,89€",67.39%,Oct 2015,,
,https://steamdb.info/static/img/applogo.svg,SKIBIDI BACKROOMS,-51%,"0,97€",67.24%,Dec 2023,,
,https://steamdb.info/static/img/applogo.svg,"Battlefleet Gothic: Armada
new historical low",-85%,"2,24€",67.02%,Apr 2016,,
,https://steamdb.info/static/img/applogo.svg,"Ninja Stealth
all-time low: 0,--€ at -100%",-90%,"0,49€",66.98%,Jun 2016,,
,https://steamdb.info/static/img/applogo.svg,"Citadel: Forged with Fire
2-year low: 8,49€",-70%,"10,19€",66.92%,Nov 2019,,
,https://steamdb.info/static/img/applogo.svg,"No One Survived
new historical low",-51%,"8,08€",66.90%,Jan 2023,,
,https://steamdb.info/static/img/applogo.svg,"Gotham Knights
all-time low: 8,99€ at -85%",-80%,"11,99€",66.85%,Oct 2022,,
,https://steamdb.info/static/img/applogo.svg,The King's Bird,-90%,"2,32€",66.78%,Aug 2018,,
,https://steamdb.info/static/img/applogo.svg,"Beholder 3
all-time low: 5,24€ at -65%",-65%,"6,12€",66.77%,Mar 2022,,
,https://steamdb.info/static/img/applogo.svg,"Hashiriya Drifter-Online Drift Racing Multiplayer (DRIFT/DRAG/RACING)
Week Long Deal
all-time low: 0,39€ at -90%",-70%,"0,59€",66.76%,Aug 2019,,
,https://steamdb.info/static/img/applogo.svg,"Three Heroes
Week Long Deal
all-time low: 0,19€ at -90%",-80%,"0,79€",66.70%,Sep 2015,,
,https://steamdb.info/static/img/applogo.svg,Dice Legacy,-80%,"2,99€",66.63%,Sep 2021,,
,https://steamdb.info/static/img/applogo.svg,Maquette,-60%,"7,39€",66.61%,Mar 2021,,
,https://steamdb.info/static/img/applogo.svg,"Ashen
all-time low: 8,49€ at -75%",-75%,"9,24€",66.59%,Dec 2019,,
,https://steamdb.info/static/img/applogo.svg,"Tea Party Simulator 2015™
2-year low: 3,27€",-60%,"3,90€",66.25%,Apr 2015,,
,https://steamdb.info/static/img/applogo.svg,Dakar 18,-90%,"2,99€",66.22%,Sep 2018,,
,https://steamdb.info/static/img/applogo.svg,"Trucks & Trailers
current 2-year low",-80%,"0,99€",65.99%,Jun 2011,,
,https://steamdb.info/static/img/applogo.svg,"A Detective's Novel
all-time low: 0,30€ at -70%",-69%,"0,61€",65.95%,Jul 2016,,
,https://steamdb.info/static/img/applogo.svg,DESOLATE,-75%,"3,74€",65.83%,Jan 2019,,
,https://steamdb.info/static/img/applogo.svg,"The I of the Dragon
Week Long Deal
2-year low: 1,39€",-60%,"3,11€",65.69%,Mar 2004,,
,https://steamdb.info/static/img/applogo.svg,"KnightShift
Week Long Deal
2-year low: 1,39€",-60%,"3,51€",65.64%,Dec 2003,,
,https://steamdb.info/static/img/applogo.svg,"Jack Orlando: Director's Cut
Week Long Deal
2-year low: 1,24€",-60%,"2,75€",65.64%,Jan 2012,,
,https://steamdb.info/static/img/applogo.svg,Deadly Premonition: The Director's Cut,-95%,"1,24€",65.54%,Oct 2013,,
,https://steamdb.info/static/img/applogo.svg,"Inquisitor
all-time low: 0,89€ at -90%",-66%,"3,31€",65.52%,Sep 2012,,
,https://steamdb.info/static/img/applogo.svg,"We Are The Dwarves
all-time low: 0,39€ at -90%",-95%,"4,73€",65.47%,Feb 2016,—,
,https://steamdb.info/static/img/applogo.svg,"Deadly Broadcast
Week Long Deal
all-time low: 1,64€ at -50%",-50%,"2,49€",65.45%,Feb 2023,,
,https://steamdb.info/static/img/applogo.svg,"Chicken Shoot Gold
Week Long Deal
all-time low: 0,69€ at -90%",-70%,"3,83€",65.39%,Nov 2003,,
,https://steamdb.info/static/img/applogo.svg,Tails Noir,-80%,"4,99€",65.38%,Jun 2021,,
,https://steamdb.info/static/img/applogo.svg,"True or False
Week Long Deal
all-time low: 0,49€ at -51%",-80%,"0,99€",65.38%,Sep 2016,,
,https://steamdb.info/static/img/applogo.svg,"Trolley Problem, Inc.",-70%,"3,29€",65.38%,Apr 2022,,
,https://steamdb.info/static/img/applogo.svg,"To The Rescue!
all-time low: 4,12€ at -94%",-75%,"4,99€",65.30%,Nov 2021,,
,https://steamdb.info/static/img/applogo.svg,Batman™: Arkham VR,-75%,"4,99€",65.24%,Apr 2017,,
,https://steamdb.info/static/img/applogo.svg,"Ratty Catty
all-time low: 3,12€ at -75%",-70%,"4,43€",65.12%,Jul 2017,,
,https://steamdb.info/static/img/applogo.svg,"Life is Feudal: Your Own
all-time low: 2,99€ at -85%",-75%,"4,99€",65.09%,Nov 2015,,
,https://steamdb.info/static/img/applogo.svg,"Necromunda: Hired Gun
new historical low",-80%,"7,99€",65.02%,May 2021,,
,https://steamdb.info/static/img/applogo.svg,"18+
all-time low: 0,22€ at -72%",-51%,"0,49€",64.88%,Jul 2018,,
,https://steamdb.info/static/img/applogo.svg,"Train Mechanic Simulator 2017
Week Long Deal
all-time low: 0,65€ at -90%",-60%,"2,63€",64.86%,Mar 2017,,
,https://steamdb.info/static/img/applogo.svg,"Omerta - City of Gangsters
Week Long Deal
current 2-year low",-60%,"5,99€",64.84%,Jan 2013,,
,https://steamdb.info/static/img/applogo.svg,"Windforge
current 2-year low",-50%,"4,99€",64.81%,Mar 2014,,
,https://steamdb.info/static/img/applogo.svg,Might and Magic: Heroes VII – Trial by Fire,-75%,"7,49€",64.07%,Aug 2016,,
,https://steamdb.info/static/img/applogo.svg,"Stars End
2-year low: 4,37€",-55%,"8,77€",64.03%,Jan 2023,,
,https://steamdb.info/static/img/applogo.svg,Tom Clancy’s Rainbow Six® Extraction,-75%,"9,99€",63.99%,Jun 2023,,
,https://steamdb.info/static/img/applogo.svg,BattleRush 2,-90%,"1,24€",63.91%,Oct 2018,,
,https://steamdb.info/static/img/applogo.svg,"CrashMetal - Cyberpunk
all-time low: 0,28€ at -98%",-89%,"0,54€",63.47%,Dec 2020,,
,https://steamdb.info/static/img/applogo.svg,"Vambrace: Cold Soul
all-time low: 2,49€ at -90%",-85%,"3,74€",63.45%,May 2019,,
,https://steamdb.info/static/img/applogo.svg,"Xenon Racer
Week Long Deal",-90%,"1,47€",63.34%,Mar 2019,,
,https://steamdb.info/static/img/applogo.svg,"Gift Girl
all-time low: 0,63€ at -60%",-60%,"0,79€",63.28%,Mar 2020,,
,https://steamdb.info/static/img/applogo.svg,"Telling Lies
all-time low: 4,19€ at -75%",-75%,"4,62€",63.23%,Aug 2019,,
,https://steamdb.info/static/img/applogo.svg,"Euro Fishing
Week Long Deal",-80%,"2,59€",63.07%,Nov 2015,,
,https://steamdb.info/static/img/applogo.svg,"Asteroid Bounty Hunter
all-time low: 0,22€ at -99%",-90%,"1,09€",63.01%,Feb 2016,,
,https://steamdb.info/static/img/applogo.svg,"Drift Streets Japan
all-time low: 0,28€ at -98%",-90%,"0,49€",62.90%,Dec 2015,,
,https://steamdb.info/static/img/applogo.svg,"Space Hulk: Tactics
new historical low",-85%,"2,24€",62.81%,Oct 2018,,
,https://steamdb.info/static/img/applogo.svg,"Castle Story
Week Long Deal",-75%,"2,43€",62.57%,Aug 2017,,
,https://steamdb.info/static/img/applogo.svg,"World War II: Panzer Claws
Week Long Deal
2-year low: 0,99€",-60%,"2,75€",62.57%,Jan 2004,,
,https://steamdb.info/static/img/applogo.svg,CardLife: Creative Survival,-50%,"6,24€",62.12%,Feb 2019,,
,https://steamdb.info/static/img/applogo.svg,"Slice, Dice & Rice
Week Long Deal",-90%,"0,99€",62.04%,Apr 2017,,
,https://steamdb.info/static/img/applogo.svg,"Contagion VR: Outbreak
Week Long Deal
all-time low: 2,78€ at -66%",-50%,"4,09€",61.98%,Jun 2018,,
,https://steamdb.info/static/img/applogo.svg,"GangV | VR & PC Battle Royale
all-time low: 5,59€ at -60%",-50%,"6,99€",61.81%,Apr 2021,,
,https://steamdb.info/static/img/applogo.svg,"Demon Hunter: Chronicles from Beyond
all-time low: 0,99€ at -90%",-70%,"4,43€",61.71%,Dec 2014,,
,https://steamdb.info/static/img/applogo.svg,"Two Worlds II HD
Week Long Deal
2-year low: 4,06€",-60%,"9,80€",61.69%,Feb 2011,,
,https://steamdb.info/static/img/applogo.svg,"The Odyssey: Winds of Athena
all-time low: 0,19€ at -92%",-75%,"3,64€",61.60%,Nov 2015,—,
,https://steamdb.info/static/img/applogo.svg,"Warhammer Underworlds - Shadespire Edition
2-year low: 0,89€",-70%,"8,69€",61.31%,Apr 2020,,
,https://steamdb.info/static/img/applogo.svg,Last Oasis,-67%,"8,24€",61.28%,Mar 2020,,
,https://steamdb.info/static/img/applogo.svg,The Last Haven,-50%,"8,39€",61.20%,Feb 2023,,
,https://steamdb.info/static/img/applogo.svg,"COCKHEAD
all-time low: 1,42€ at -75%",-60%,"2,27€",60.78%,Sep 2020,,
,https://steamdb.info/static/img/applogo.svg,"Earth 2140
Week Long Deal
2-year low: 1,24€",-50%,"3,44€",60.66%,Nov 2013,,
,https://steamdb.info/static/img/applogo.svg,"Monsti
all-time low: 0,30€ at -81%",-51%,"0,49€",60.50%,Sep 2016,,
,https://steamdb.info/static/img/applogo.svg,"X-Blades
Week Long Deal
2-year low: 1,89€",-60%,"5,11€",60.41%,Feb 2009,,
